top-typology-kbpedia-rc-id,opencyc-path-id,opencyc-path-label,connecting-kbpedia-rc
ProductType,,,
,Mx4rrT0CQsnYQdeUFaM6UISzYw,TemporallyExistingThingTypeFrequentlyForSale,
ProductType,,,
,Mx4rOEevWKNuQdiN04S0lcdxLw,KEClarifyingCollectionType,
ProductType,,,
,,,FirstOrderCollection
,,,
,,,
TemporallyExistingThingTypeFrequentlyForSale,1,,
KEClarifyingCollectionType,1,,
