top-typology-kbpedia-rc-id,opencyc-path-id,opencyc-path-label,connecting-kbpedia-rc
Quality,,,
,Mx4rqs8mVL8bEdmAAAACs6hRjg,AttributeCharacteristicOfAnEntity,
Quality,,,
,,,ConceptualAbstraction
Configuration,,,
,,,StaticSituation
,,,
,,,
AttributeCharacteristicOfAnEntity,1,,
