top-typology-kbpedia-rc-id,opencyc-path-id,opencyc-path-label,connecting-kbpedia-rc
CombustionReaction,,,
,Mx4rvVjATpwpEbGdrcN5Y29ycA,CombustionProcess,
,,,
,,,
CombustionProcess,1,,
