top-typology-kbpedia-rc-id,opencyc-path-id,opencyc-path-label,connecting-kbpedia-rc
Artifact,,,
,Mx4rwNwL8ZwpEbGdrcN5Y29ycA,InanimateObject-NonNatural,
Artifact,,,
,Mx4rvYNNKZwpEbGdrcN5Y29ycA,NonNaturalThing,
Artifact,,,
,Mx4rvVkF6pwpEbGdrcN5Y29ycA,InanimateObject,
Artifact,,,
,,,FiniteSpatialThing
,,,
,,,
NonNaturalThing,1,,
InanimateObject-NonNatural,1,,
InanimateObject,1,,
