top-typology-kbpedia-rc-id,opencyc-path-id,opencyc-path-label,connecting-kbpedia-rc
Reading,,,
,Mx4rvneYtJwpEbGdrcN5Y29ycA,Perceiving-Voluntary,
Reading,,,
,,,PurposefulPhysicalAction
LearnedActivityType,,,
,,,DurativeEventType
,,,
,,,
Perceiving-Voluntary,1,,
