id,short id,reltype,l1 ns,l2 ns,proptype,label ,definitions,altlabel,datatype,domain (RC),range,domainIncludes,rangeIncludes,subproperties,subPropertyOf
http://schema.org/amenityFeature,amenityFeature,A,1,1,qualities,amenityFeature,An amenity feature (e.g. a characteristic or service) of the Accommodation. This generic property does not make a statement about whether the feature is included in an offer for the main accommodation or available at extra costs.,,,Lodging||LodgingOrganization,thing,"http://schema.org/Accommodation, http://schema.org/LodgingBusiness, http://schema.org/Place",http://schema.org/LocationFeatureSpecification,,
http://schema.org/characterAttribute,characterAttribute,A,1,1,qualities,characterAttribute,"A piece of data that represents a particular aspect of a fictional character (skill, power, character points, advantage, disadvantage).",,,ComputerGameProgram-Graphical||VideoGameSeries ,thing,"http://schema.org/Game, http://schema.org/VideoGameSeries",http://schema.org/Thing,,
http://schema.org/itemCondition,itemCondition,A,1,1,qualities,itemCondition,"A predefined value from OfferItemCondition or a textual description of the condition of the product or service, or the products or services included in the offer.",,,CommercialProposal,thing,"http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product",http://schema.org/OfferItemCondition,,
http://schema.org/accessibilityFeature,accessibilityFeature,A,1,1,qualitiesData,accessibilityFeature,"Content features of the resource, such as accessible media, alternatives and supported enhancements for accessibility (<a href=""http://www.w3.org/wiki/WebSchemas/Accessibility"">WebSchemas wiki lists possible values</a>).",,,ConceptualWork,string,http://schema.org/CreativeWork,http://schema.org/Text,,
http://schema.org/additionalProperty,additionalProperty,A,1,1,qualitiesData,additionalProperty,"A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/>Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.",,,owl:Thing,decimal,"http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue",http://schema.org/PropertyValue,,
http://schema.org/benefits,benefits,A,1,1,qualitiesData,benefits,Description of benefits associated with the job.,,,JobListing,string,http://schema.org/JobPosting,http://schema.org/Text,,
http://schema.org/color,color,A,1,1,qualitiesData,color-schema,The color of the product.,,,Product,string,http://schema.org/Product,http://schema.org/Text,,
http://schema.org/depth,depth,A,1,1,qualitiesData,depth,The depth of the item.,,,Product,decimal,"http://schema.org/Product, http://schema.org/VisualArtwork","http://schema.org/Distance, http://schema.org/QuantitativeValue",,
http://schema.org/educationRequirements,educationRequirements,A,1,1,qualitiesData,educationRequirements,Educational background needed for the position or Occupation.,,,JobListing||PersonTypeByOccupation,string,"http://schema.org/JobPosting, http://schema.org/Occupation",http://schema.org/Text,,
http://schema.org/experienceRequirements,experienceRequirements,A,1,1,qualitiesData,experienceRequirements,Description of skills and experience needed for the position or Occupation.,,,JobListing||PersonTypeByOccupation,string,"http://schema.org/JobPosting, http://schema.org/Occupation",http://schema.org/Text,,
http://schema.org/free,free,A,1,1,qualitiesData,free,"A flag to signal that the item, event, or place is accessible for free.",,,owl:Thing,boolean,http://schema.org/PublicationEvent,http://schema.org/Boolean,,
http://schema.org/gender,gender,A,1,1,qualitiesData,gender,"Gender of the person. While http://schema.org/Male and http://schema.org/Female may be used, text strings are also acceptable for people who do not identify as a binary gender.",,,Person,string,http://schema.org/Person,"http://schema.org/GenderType, http://schema.org/Text",,
http://schema.org/height,height,A,1,1,qualitiesData,height,The height of the item.,,,owl:Thing,decimal,"http://schema.org/MediaObject, http://schema.org/Person, http://schema.org/Product, http://schema.org/VisualArtwork","http://schema.org/Distance, http://schema.org/QuantitativeValue",,
http://schema.org/incentiveCompensation,incentiveCompensation,A,1,1,qualitiesData,incentiveCompensation,Description of bonus and commission compensation aspects of the job.,incentives,,JobListing,string,http://schema.org/JobPosting,http://schema.org/Text,,
http://schema.org/incentives,incentives,A,1,1,qualitiesData,incentives,Description of bonus and commission compensation aspects of the job.,,,JobListing,string,http://schema.org/JobPosting,http://schema.org/Text,,
http://schema.org/isLiveBroadcast,isLiveBroadcast,A,1,1,qualitiesData,isLiveBroadcast,True is the broadcast is of a live event.,,,Broadcasting,boolean,http://schema.org/BroadcastEvent,http://schema.org/Boolean,,
http://schema.org/jobBenefits,jobBenefits,A,1,1,qualitiesData,jobBenefits,Description of benefits associated with the job.,benefits,,JobListing,string,http://schema.org/JobPosting,http://schema.org/Text,,
http://schema.org/publicAccess,publicAccess,A,1,1,qualitiesData,publicAccess,"A flag to signal that the <a class=""localLink"" href=""http://schema.org/Place"">Place</a> is open to public visitors.  If this property is omitted there is no assumed default boolean value",,,Places,boolean,http://schema.org/Place,http://schema.org/Boolean,,
http://schema.org/qualifications,qualifications,A,1,1,qualitiesData,qualifications,Specific qualifications required for this role or Occupation.,,,JobListing||PersonTypeByOccupation,string,"http://schema.org/JobPosting, http://schema.org/Occupation",http://schema.org/Text,,
http://schema.org/requiredGender,requiredGender,A,1,1,qualitiesData,requiredGender,Audiences defined by a person's gender.,,,Audience,string,http://schema.org/PeopleAudience,http://schema.org/Text,,
http://schema.org/responsibilities,responsibilities,A,1,1,qualitiesData,responsibilities,Responsibilities associated with this role or Occupation.,,,JobListing||PersonTypeByOccupation,string,"http://schema.org/JobPosting, http://schema.org/Occupation",http://schema.org/Text,,
http://schema.org/skills,skills,A,1,1,qualitiesData,skills,Skills required to fulfill this role or in this Occupation.,,,JobListing||PersonTypeByOccupation,string,"http://schema.org/JobPosting, http://schema.org/Occupation",http://schema.org/Text,,
http://schema.org/smokingAllowed,smokingAllowed,A,1,1,qualitiesData,smokingAllowed,"Indicates whether it is allowed to smoke in the place, e.g. in the restaurant, hotel or hotel room.",,,Places,boolean,http://schema.org/Place,http://schema.org/Boolean,,
http://schema.org/suggestedGender,suggestedGender,A,1,1,qualitiesData,suggestedGender,The gender of the person or audience.,,,Audience,string,http://schema.org/PeopleAudience,http://schema.org/Text,,
http://schema.org/suitableForDiet,suitableForDiet,A,1,1,qualitiesData,suitableForDiet,"Indicates a dietary restriction or guideline for which this recipe or menu item is suitable, e.g. diabetic, halal etc.",,,Recipe-CW,string,"http://schema.org/MenuItem, http://schema.org/Recipe",http://schema.org/RestrictedDiet,,
http://schema.org/vehicleInteriorColor,vehicleInteriorColor,A,1,1,qualitiesData,vehicleInteriorColor,The color or color combination of the interior of the vehicle.,,,Automobile,string,http://schema.org/Vehicle,http://schema.org/Text,,
http://schema.org/videoQuality,videoQuality,A,1,1,qualitiesData,videoQuality,The quality of the video.,,,VisualImage,string,http://schema.org/VideoObject,http://schema.org/Text,,
http://schema.org/width,width,A,1,1,qualitiesData,width,The width of the item.,,,owl:Thing,decimal,"http://schema.org/MediaObject, http://schema.org/Product, http://schema.org/VisualArtwork","http://schema.org/Distance, http://schema.org/QuantitativeValue",,
http://schema.org/hasPOS,hasPOS,A,1,2,elementals,hasPOS,Points-of-Sales operated by the organization or person.,,,Agent,thing,"http://schema.org/Organization, http://schema.org/Person",http://schema.org/Place,,
http://schema.org/quest,quest,A,1,2,elementals,quest,"The task that a player-controlled character, or group of characters may complete in order to gain a reward.",,,ComputerGameProgram-Graphical||VideoGameSeries ,thing,"http://schema.org/Game, http://schema.org/VideoGameSeries",http://schema.org/Thing,,
http://schema.org/accessibilityHazard,accessibilityHazard,A,1,2,elementalsData,accessibilityHazard,"A characteristic of the described resource that is physiologically dangerous to some users. Related to WCAG 2.0 guideline 2.3 (<a href=""http://www.w3.org/wiki/WebSchemas/Accessibility"">WebSchemas wiki lists possible values</a>).",,,ConceptualWork,string,http://schema.org/CreativeWork,http://schema.org/Text,,
http://schema.org/httpMethod,httpMethod,A,1,2,elementalsData,httpMethod,An HTTP method that specifies the appropriate HTTP method for a request to an HTTP EntryPoint. Values are capitalized strings as used in HTTP.,,,DynamicIndexedInfoSource,string,http://schema.org/EntryPoint,http://schema.org/Text,,
http://schema.org/mealService,mealService,A,1,2,elementalsData,mealService,Description of the meals that will be provided or available for purchase.,,,CommercialPassengerFlight,string,http://schema.org/Flight,http://schema.org/Text,,
http://schema.org/multipleValues,multipleValues,A,1,2,elementalsData,multipleValues,Whether multiple values are allowed for the property.  Default is false.,,,Pricing,boolean,http://schema.org/PropertyValueSpecification,http://schema.org/Boolean,,
http://schema.org/readonlyValue,readonlyValue,A,1,2,elementalsData,readonlyValue,"Whether or not a property is mutable.  Default is false. Specifying this for a property that also has a value makes it act similar to a ""hidden"" input in an HTML form.",,,Pricing,boolean,http://schema.org/PropertyValueSpecification,http://schema.org/Boolean,,
http://schema.org/valueAddedTaxIncluded,valueAddedTaxIncluded,A,1,2,elementalsData,valueAddedTaxIncluded,Specifies whether the applicable value-added tax (VAT) is included in the price specification or not.,,,CommercialProposal,boolean,http://schema.org/PriceSpecification,http://schema.org/Boolean,,
http://schema.org/valueRequired,valueRequired,A,1,2,elementalsData,valueRequired,Whether the property must be filled in to complete the action.  Default is false.,,,Pricing,boolean,http://schema.org/PropertyValueSpecification,http://schema.org/Boolean,,
http://schema.org/playMode,playMode,A,1,3,forms,playMode,"Indicates whether this game is multi-player, co-op or single-player.  The game can be marked as multi-player, co-op and single-player at the same time.",,,ComputerGameProgram-Graphical||VideoGameSeries ,thing,"http://schema.org/VideoGame, http://schema.org/VideoGameSeries",http://schema.org/GamePlayMode,,
http://schema.org/steeringPosition,steeringPosition,A,1,3,forms,steeringPosition,The position of the steering wheel or similar device (mostly for cars).,,,Automobile,thing,http://schema.org/Vehicle,http://schema.org/SteeringPositionValue,,
http://schema.org/accessMode,accessMode,A,1,3,formsData,accessMode,"The human sensory perceptual system or cognitive faculty through which a person may process or perceive information. Expected values include: auditory, tactile, textual, visual, colorDependent, chartOnVisual, chemOnVisual, diagramOnVisual, mathOnVisual, musicOnVisual, textOnVisual.",,,ConceptualWork,string,http://schema.org/CreativeWork,http://schema.org/Text,,
http://schema.org/accessModeSufficient,accessModeSufficient,A,1,3,formsData,accessModeSufficient,"A list of single or combined accessModes that are sufficient to understand all the intellectual content of a resource. Expected values include:  auditory, tactile, textual, visual.",,,ConceptualWork,string,http://schema.org/CreativeWork,http://schema.org/Text,,
http://schema.org/artform,artform,A,1,3,formsData,artform,"e.g. Painting, Drawing, Sculpture, Print, Photograph, Assemblage, Collage, etc.",,,VisualArtifact-CW,anyURI,http://schema.org/VisualArtwork,"http://schema.org/Text, http://schema.org/URL",,
http://schema.org/articleBody,articleBody,A,1,3,formsData,articleBody,The actual body of the article.,,,Article-PCW,string,http://schema.org/Article,http://schema.org/Text,,
http://schema.org/artworkSurface,artworkSurface,A,1,3,formsData,artworkSurface,"The supporting materials for the artwork, e.g. Canvas, Paper, Wood, Board, etc.",surface,,VisualArtifact-CW,anyURI,http://schema.org/VisualArtwork,"http://schema.org/Text, http://schema.org/URL",,
http://schema.org/box,box,A,1,3,formsData,box,"A box is the area enclosed by the rectangle formed by two points. The first point is the lower corner, the second point is the upper corner. A box is expressed as two points separated by a space character.",,,GeometricFigure,string,http://schema.org/GeoShape,http://schema.org/Text,,
http://schema.org/broadcastServiceTier,broadcastServiceTier,A,1,3,formsData,broadcastServiceTier,The type of service required to have access to the channel (e.g. Standard or Premium).,,,Broadcasting,string,http://schema.org/BroadcastChannel,http://schema.org/Text,,
http://schema.org/circle,circle,A,1,3,formsData,circle,A circle is the circular region of a specified radius centered at a specified latitude and longitude. A circle is expressed as a pair followed by a radius in meters.,,,GeometricFigure,string,http://schema.org/GeoShape,http://schema.org/Text,,
http://schema.org/cookingMethod,cookingMethod,A,1,3,formsData,cookingMethod,"The method of cooking, such as Frying, Steaming, ...",,,Recipe-CW,string,http://schema.org/Recipe,http://schema.org/Text,,
http://schema.org/courseMode,courseMode,A,1,3,formsData,courseMode,"The medium or means of delivery of the course instance or the mode of study, either as a text label (e.g. ""online"", ""onsite"" or ""blended""; ""synchronous"" or ""asynchronous""; ""full-time"" or ""part-time"") or as a URL reference to a term from a controlled vocabulary (e.g. https://ceds.ed.gov/element/001311#Asynchronous ).",,,Course-Academic,anyURI,http://schema.org/CourseInstance,"http://schema.org/Text, http://schema.org/URL",,
http://schema.org/driveWheelConfiguration,driveWheelConfiguration,A,1,3,formsData,driveWheelConfiguration,"The drive wheel configuration, i.e. which roadwheels will receive torque from the vehicle's engine via the drivetrain.",,,Automobile,string,http://schema.org/Vehicle,"http://schema.org/DriveWheelConfigurationValue, http://schema.org/Text",,
http://schema.org/encodingFormat,encodingFormat,A,1,3,formsData,encodingFormat,"Media type typically expressed using a MIME format (see <a href=""http://www.iana.org/assignments/media-types/media-types.xhtml"">IANA site</a> and <a href=""https://developer.mozilla.org/en-US/docs/Web/HTTP/Basics_of_HTTP/MIME_types"">MDN reference</a>) e.g. application/zip for a SoftwareApplication binary, audio/mpeg for .mp3 etc.).<br/>In cases where a <a class=""localLink"" href=""http://schema.org/CreativeWork"">CreativeWork</a> has several media type representations, <a class=""localLink"" href=""http://schema.org/encoding"">encoding</a> can be used to indicate each <a class=""localLink"" href=""http://schema.org/MediaObject"">MediaObject</a> alongside particular <a class=""localLink"" href=""http://schema.org/encodingFormat"">encodingFormat</a> information.<br/>Unregistered or niche encoding and file formats can be indicated instead via the most appropriate URL, e.g. defining Web page or a Wikipedia/Wikidata entry.",fileFormat,,ConceptualWork,anyURI,"http://schema.org/CreativeWork, http://schema.org/MediaObject","http://schema.org/Text, http://schema.org/URL",,
http://schema.org/fileFormat,fileFormat,A,1,3,formsData,fileFormat-schema,"Media type, typically MIME format (see <a href=""http://www.iana.org/assignments/media-types/media-types.xhtml"">IANA site</a>) of the content e.g. application/zip of a SoftwareApplication binary. In cases where a CreativeWork has several media type representations, 'encoding' can be used to indicate each MediaObject alongside particular fileFormat information. Unregistered or niche file formats can be indicated instead via the most appropriate URL, e.g. defining Web page or a Wikipedia entry.",,,ConceptualWork,anyURI,http://schema.org/CreativeWork,"http://schema.org/Text, http://schema.org/URL",,
http://schema.org/line,line,A,1,3,formsData,line,A line is a point-to-point path consisting of two or more points. A line is expressed as a series of two or more point objects separated by space.,,,GeometricFigure,string,http://schema.org/GeoShape,http://schema.org/Text,,
http://schema.org/mainContentOfPage,mainContentOfPage,A,1,3,formsData,mainContentOfPage,Indicates if this web page element is the main subject of the page.,aspect,,WebPage-CW,string,http://schema.org/WebPage,http://schema.org/WebPageElement,,
http://schema.org/musicCompositionForm,musicCompositionForm,A,1,3,formsData,musicCompositionForm,"The type of composition (e.g. overture, sonata, symphony, etc.).",,,MusicComposition,string,http://schema.org/MusicComposition,http://schema.org/Text,,
http://schema.org/namedPosition,namedPosition,A,1,3,formsData,namedPosition,"A position played, performed or filled by a person or organization, as part of an organization. For example, an athlete in a SportsTeam might play in the position named 'Quarterback'.",,,SocialRole,anyURI,http://schema.org/Role,"http://schema.org/Text, http://schema.org/URL",,
http://schema.org/polygon,polygon,A,1,3,formsData,polygon,A polygon is the area enclosed by a point-to-point path for which the starting and ending points are the same. A polygon is expressed as a series of four or more space delimited points where the first and final points are identical.,,,GeometricFigure,string,http://schema.org/GeoShape,http://schema.org/Text,,
http://schema.org/programmingModel,programmingModel,A,1,3,formsData,programmingModel,Indicates whether API is managed or unmanaged.,,,ApplicationProgrammingInterface,string,http://schema.org/APIReference,http://schema.org/Text,,
http://schema.org/providerMobility,providerMobility,A,1,3,formsData,providerMobility,"Indicates the mobility of a provided service (e.g. 'static', 'dynamic').",,,ServiceProduct,string,http://schema.org/Service,http://schema.org/Text,,
http://schema.org/recipeCuisine,recipeCuisine,A,1,3,formsData,recipeCuisine,"The cuisine of the recipe (for example, French or Ethiopian).",,,Recipe-CW,string,http://schema.org/Recipe,http://schema.org/Text,,
http://schema.org/reviewBody,reviewBody,A,1,3,formsData,reviewBody,The actual body of the review.,,,Review-CW,string,http://schema.org/Review,http://schema.org/Text,,
http://schema.org/servesCuisine,servesCuisine,A,1,3,formsData,servesCuisine,The cuisine of the restaurant.,,,Restaurant-Organization,string,http://schema.org/FoodEstablishment,http://schema.org/Text,,
http://schema.org/surface,surface,A,1,3,formsData,surface,"A material used as a surface in some artwork, e.g. Canvas, Paper, Wood, Board, etc.",,,VisualArtifact-CW,anyURI,http://schema.org/VisualArtwork,"http://schema.org/Text, http://schema.org/URL",,http://schema.org/material
http://schema.org/targetPlatform,targetPlatform,A,1,3,formsData,targetPlatform,"Type of app development: phone, Metro style, desktop, XBox, etc.",,,ApplicationProgrammingInterface,string,http://schema.org/APIReference,http://schema.org/Text,,
http://schema.org/text,text,A,1,3,formsData,text,The textual content of this CreativeWork.,,,ConceptualWork,string,http://schema.org/CreativeWork,http://schema.org/Text,,
http://schema.org/valuePattern,valuePattern,A,1,3,formsData,valuePattern,Specifies a regular expression for testing literal values according to the HTML spec.,,,Pricing,string,http://schema.org/PropertyValueSpecification,http://schema.org/Text,,
http://schema.org/vehicleConfiguration,vehicleConfiguration,A,1,3,formsData,vehicleConfiguration,"A short text indicating the configuration of the vehicle, e.g. '5dr hatchback ST 2.5 MT 225 hp' or 'limited edition'.",,,Automobile,string,http://schema.org/Vehicle,http://schema.org/Text,,
http://schema.org/videoFrameSize,videoFrameSize,A,1,3,formsData,videoFrameSize,The frame size of the video.,,,VisualImage,string,http://schema.org/VideoObject,http://schema.org/Text,,
http://schema.org/calories,calories,A,2,1,quantities,calories,The number of calories.,,,NutritionInformation,thing,http://schema.org/NutritionInformation,http://schema.org/Energy,,
http://schema.org/distance,distance,A,2,1,quantities,distance,"The distance travelled, e.g. exercising or travelling.",,,PhysicalExercise||Movement-TranslationEvent,thing,"http://schema.org/ExerciseAction, http://schema.org/TravelAction",http://schema.org/Distance,,
http://schema.org/additionalNumberOfGuests,additionalNumberOfGuests,A,2,1,quantitiesData,additionalNumberOfGuests,"If responding yes, the number of guests who will attend in addition to the invitee.",,,ReplyingToAYesOrNoQuestion,decimal,http://schema.org/RsvpAction,http://schema.org/Number,,
http://schema.org/advanceBookingRequirement,advanceBookingRequirement,A,2,1,quantitiesData,advanceBookingRequirement,The amount of time that is required between accepting the offer and the actual usage of the resource or service.,,,CommercialProposal,decimal,"http://schema.org/Demand, http://schema.org/Offer",http://schema.org/QuantitativeValue,,
http://schema.org/amount,amount,A,2,1,quantitiesData,amount,The amount of money.,,,Pricing,string,"http://schema.org/DatedMoneySpecification, http://schema.org/InvestmentOrDeposit, http://schema.org/LoanOrCredit, http://schema.org/MoneyTransfer","http://schema.org/MonetaryAmount, http://schema.org/Number",,
http://schema.org/amountOfThisGood,amountOfThisGood,A,2,1,quantitiesData,amountOfThisGood,The quantity of the goods included in the offer.,,,Products||Drugs,decimal,http://schema.org/TypeAndQuantityNode,http://schema.org/Number,,
http://schema.org/annualPercentageRate,annualPercentageRate,A,2,1,quantitiesData,annualPercentageRate,"The annual rate that is charged for borrowing (or made by investing), expressed as a single percentage number that represents the actual yearly cost of funds over the term of a loan. This includes any fees or additional costs associated with the transaction.",,,FinancialAsset,decimal,http://schema.org/FinancialProduct,"http://schema.org/Number, http://schema.org/QuantitativeValue",,
http://schema.org/answerCount,answerCount,A,2,1,quantitiesData,answerCount,The number of answers this question has received.,,,Question-IBT,decimal,http://schema.org/Question,http://schema.org/Integer,,
http://schema.org/artEdition,artEdition,A,2,1,quantitiesData,artEdition,"The number of copies when multiple copies of a piece of artwork are produced - e.g. for a limited edition of 20 prints, 'artEdition' refers to the total number of copies (in this example ""20"").",,,VisualArtifact-CW,string,http://schema.org/VisualArtwork,"http://schema.org/Integer, http://schema.org/Text",,
http://schema.org/baseSalary,baseSalary,A,2,1,quantitiesData,baseSalary,The base salary of the job or of an employee in an EmployeeRole.,,,JobListing,string,"http://schema.org/EmployeeRole, http://schema.org/JobPosting","http://schema.org/MonetaryAmount, http://schema.org/Number, http://schema.org/PriceSpecification",,
http://schema.org/bestRating,bestRating,A,2,1,quantitiesData,bestRating,"The highest value allowed in this rating system. If bestRating is omitted, 5 is assumed.",,,Rating,decimal,http://schema.org/Rating,"http://schema.org/Number, http://schema.org/Text",,
http://schema.org/billingIncrement,billingIncrement,A,2,1,quantitiesData,billingIncrement,This property specifies the minimal quantity and rounding increment that will be the basis for the billing. The unit of measurement is specified by the unitCode property.,,,Pricing,decimal,http://schema.org/UnitPriceSpecification,http://schema.org/Number,,
http://schema.org/bitrate,bitrate,A,2,1,quantitiesData,bitrate,The bitrate of the media object.,,,MediaObject,string,http://schema.org/MediaObject,http://schema.org/Text,,
http://schema.org/carbohydrateContent,carbohydrateContent,A,2,1,quantitiesData,carbohydrateContent,The number of grams of carbohydrates.,,,NutritionInformation,decimal,http://schema.org/NutritionInformation,http://schema.org/Mass,,
http://schema.org/cargoVolume,cargoVolume,A,2,1,quantitiesData,cargoVolume,"The available volume for cargo or luggage. For automobiles, this is usually the trunk volume.<br/>Typical unit code(s): LTR for liters, FTQ for cubic foot/feet<br/>Note: You can use <a class=""localLink"" href=""http://schema.org/minValue"">minValue</a> and <a class=""localLink"" href=""http://schema.org/maxValue"">maxValue</a> to indicate ranges.",,,Automobile,decimal,http://schema.org/Vehicle,http://schema.org/QuantitativeValue,,
http://schema.org/childMaxAge,childMaxAge,A,2,1,quantitiesData,childMaxAge,Maximal age of the child.,,,Audience,decimal,http://schema.org/ParentAudience,http://schema.org/Number,,
http://schema.org/childMinAge,childMinAge,A,2,1,quantitiesData,childMinAge,Minimal age of the child.,,,Audience,decimal,http://schema.org/ParentAudience,http://schema.org/Number,,
http://schema.org/cholesterolContent,cholesterolContent,A,2,1,quantitiesData,cholesterolContent,The number of milligrams of cholesterol.,,,NutritionInformation,decimal,http://schema.org/NutritionInformation,http://schema.org/Mass,,
http://schema.org/commentCount,commentCount,A,2,1,quantitiesData,commentCount,"The number of comments this CreativeWork (e.g. Article, Question or Answer) has received. This is most applicable to works published in Web sites with commenting system; additional comments may exist elsewhere.",,,ConceptualWork,decimal,http://schema.org/CreativeWork,http://schema.org/Integer,,
http://schema.org/contentSize,contentSize,A,2,1,quantitiesData,contentSize,File size in (mega/kilo) bytes.,,,MediaObject,string,http://schema.org/MediaObject,http://schema.org/Text,,
http://schema.org/copyrightYear,copyrightYear,A,2,1,quantitiesData,copyrightYear,The year during which the claimed copyright for the CreativeWork was first asserted.,,,ConceptualWork,decimal,http://schema.org/CreativeWork,http://schema.org/Number,,
http://schema.org/currenciesAccepted,currenciesAccepted,A,2,1,quantitiesData,currenciesAccepted,"The currency accepted.<br/>Use standard formats: <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217 currency format</a> e.g. ""USD""; <a href=""https://en.wikipedia.org/wiki/List_of_cryptocurrencies"">Ticker symbol</a> for cryptocurrencies e.g. ""BTC""; well known names for <a href=""https://en.wikipedia.org/wiki/Local_exchange_trading_system"">Local Exchange Tradings Systems</a> (LETS) and other currency types e.g. ""Ithaca HOUR"".",,,Business,string,http://schema.org/LocalBusiness,http://schema.org/Text,,
http://schema.org/currency,currency,A,2,1,quantitiesData,currency-schema,"The currency in which the monetary amount is expressed.<br/>Use standard formats: <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217 currency format</a> e.g. ""USD""; <a href=""https://en.wikipedia.org/wiki/List_of_cryptocurrencies"">Ticker symbol</a> for cryptocurrencies e.g. ""BTC""; well known names for <a href=""https://en.wikipedia.org/wiki/Local_exchange_trading_system"">Local Exchange Tradings Systems</a> (LETS) and other currency types e.g. ""Ithaca HOUR""., The currency in which the monetary amount is expressed (in 3-letter <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217</a> format).",,,Pricing,string,"http://schema.org/DatedMoneySpecification, http://schema.org/ExchangeRateSpecification, http://schema.org/LoanOrCredit, http://schema.org/MonetaryAmount, http://schema.org/MonetaryAmountDistribution",http://schema.org/Text,,
http://schema.org/defaultValue,defaultValue,A,2,1,quantitiesData,defaultValue,"The default value of the input.  For properties that expect a literal, the default is a literal value, for properties that expect an object, it's an ID reference to one of the current values.",,,Pricing,string,http://schema.org/PropertyValueSpecification,"http://schema.org/Text, http://schema.org/Thing",,
http://schema.org/deliveryLeadTime,deliveryLeadTime,A,2,1,quantitiesData,deliveryLeadTime,"The typical delay between the receipt of the order and the goods either leaving the warehouse or being prepared for pickup, in case the delivery method is on site pickup.",,,CommercialProposal,decimal,"http://schema.org/Demand, http://schema.org/Offer",http://schema.org/QuantitativeValue,,
http://schema.org/discount,discount,A,2,1,quantitiesData,discount,Any discount applied (to an Order).,,,Receipt,decimal,http://schema.org/Order,"http://schema.org/Number, http://schema.org/Text",,
http://schema.org/discountCurrency,discountCurrency,A,2,1,quantitiesData,discountCurrency,"The currency of the discount.<br/>Use standard formats: <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217 currency format</a> e.g. ""USD""; <a href=""https://en.wikipedia.org/wiki/List_of_cryptocurrencies"">Ticker symbol</a> for cryptocurrencies e.g. ""BTC""; well known names for <a href=""https://en.wikipedia.org/wiki/Local_exchange_trading_system"">Local Exchange Tradings Systems</a> (LETS) and other currency types e.g. ""Ithaca HOUR"".",,,Receipt,string,http://schema.org/Order,http://schema.org/Text,,
http://schema.org/downvoteCount,downvoteCount,A,2,1,quantitiesData,downvoteCount,"The number of downvotes this question, answer or comment has received from the community.",,,UserComments,decimal,"http://schema.org/Comment, http://schema.org/Question",http://schema.org/Integer,,
http://schema.org/durationOfWarranty,durationOfWarranty,A,2,1,quantitiesData,durationOfWarranty,"The duration of the warranty promise. Common unitCode values are ANN for year, MON for months, or DAY for days.",,,Warranty,decimal,http://schema.org/WarrantyPromise,http://schema.org/QuantitativeValue,,
http://schema.org/elevation,elevation,A,2,1,quantitiesData,elevation,"The elevation of a location (<a href=""https://en.wikipedia.org/wiki/World_Geodetic_System"">WGS 84</a>).",,,Manifestations,decimal,"http://schema.org/GeoCoordinates, http://schema.org/GeoShape","http://schema.org/Number, http://schema.org/Text",,
http://schema.org/eligibleDuration,eligibleDuration,A,2,1,quantitiesData,eligibleDuration,The duration for which the given offer is valid.,,,CommercialProposal,decimal,"http://schema.org/Demand, http://schema.org/Offer",http://schema.org/QuantitativeValue,,
http://schema.org/eligibleQuantity,eligibleQuantity,A,2,1,quantitiesData,eligibleQuantity,The interval and unit of measurement of ordering quantities for which the offer or price specification is valid. This allows e.g. specifying that a certain freight charge is valid only for a certain quantity.,,,CommercialProposal,decimal,"http://schema.org/Demand, http://schema.org/Offer, http://schema.org/PriceSpecification",http://schema.org/QuantitativeValue,,
http://schema.org/estimatedCost,estimatedCost,A,2,1,quantitiesData,estimatedCost,The estimated cost of the supply or supplies consumed when performing instructions.,,,InstructionalWork,string,"http://schema.org/HowTo, http://schema.org/HowToSupply","http://schema.org/MonetaryAmount, http://schema.org/Text",,
http://schema.org/fatContent,fatContent,A,2,1,quantitiesData,fatContent,The number of grams of fat.,,,NutritionInformation,decimal,http://schema.org/NutritionInformation,http://schema.org/Mass,,
http://schema.org/fiberContent,fiberContent,A,2,1,quantitiesData,fiberContent,The number of grams of fiber.,,,NutritionInformation,decimal,http://schema.org/NutritionInformation,http://schema.org/Mass,,
http://schema.org/fileSize,fileSize,A,2,1,quantitiesData,fileSize,"Size of the application / package (e.g. 18MB). In the absence of a unit (MB, KB etc.), KB will be assumed.",,,SoftwareObject-Individual,string,http://schema.org/SoftwareApplication,http://schema.org/Text,,
http://schema.org/flightDistance,flightDistance,A,2,1,quantitiesData,flightDistance,The distance of the flight.,,,CommercialPassengerFlight,dateTime,http://schema.org/Flight,"http://schema.org/Distance, http://schema.org/Text",,
http://schema.org/floorSize,floorSize,A,2,1,quantitiesData,floorSize,"The size of the accommodation, e.g. in square meter or squarefoot. Typical unit code(s): MTK for square meter, FTK for square foot, or YDK for square yard",,,Lodging,decimal,http://schema.org/Accommodation,http://schema.org/QuantitativeValue,,
